Total method loc: 10188
Total method aloc: 13870.30
Code compression rate: 26.55%
==============================
method	sloc	dloc	ncalls
com/android/deskclock/widget/sgv/StaggeredGridView.dispatchDragEvent:(Landroid/view/DragEvent;)Z	16	9.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.isChildReorderable:(I;)Z	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.isDragReorderingSupported:()Z	1	1.00	8
com/android/deskclock/widget/sgv/StaggeredGridView.isLayoutRtl:()Z	4	3.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.isSelectionAtTop:()Z	3	2.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.isSmoothScrollbarEnabled:()Z	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.isWithinDeltaOfScreen:(Landroid/view/View;I;I;)Z	3	3.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.onDragEvent:(Landroid/view/DragEvent;)Z	22	12.88	1
com/android/deskclock/widget/sgv/StaggeredGridView.onInterceptTouchEvent:(Landroid/view/MotionEvent;)Z	30	16.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.onTouchEvent:(Landroid/view/MotionEvent;)Z	43	22.38	1
com/android/deskclock/widget/sgv/StaggeredGridView.requestChildRectangleOnScreen:(Landroid/view/View;Landroid/graphics/Rect;Z;)Z	2	2.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.scrollToChildRect:(Landroid/graphics/Rect;Z;)Z	5	4.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.trackMotionScroll:(I;Z;)Z	33	18.00	5
com/android/deskclock/widget/sgv/StaggeredGridView.getAdapter:()Lcom/android/deskclock/widget/sgv/GridAdapter	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.getAnimationInMode:()Lcom/android/deskclock/widget/sgv/SgvAnimationHelper$AnimationIn	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.getAnimationOutMode:()Lcom/android/deskclock/widget/sgv/SgvAnimationHelper$AnimationOut	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.generateDefaultLayoutParams:()Lcom/android/deskclock/widget/sgv/StaggeredGridView$LayoutParams	1	1.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.generateLayoutParams:(Landroid/view/ViewGroup$LayoutParams;)Lcom/android/deskclock/widget/sgv/StaggeredGridView$LayoutParams	1	1.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.getNextRecordDown:(I;I;)Lcom/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord	35	16.88	1
com/android/deskclock/widget/sgv/StaggeredGridView.getNextRecordUp:(I;I;)Lcom/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord	35	16.88	1
com/android/deskclock/widget/sgv/StaggeredGridView.recreateLayoutRecord:(I;Landroid/view/View;Lcom/android/deskclock/widget/sgv/StaggeredGridView$LayoutParams;)Lcom/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord	7	7.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.getScrollState:()Lcom/android/deskclock/widget/sgv/StaggeredGridView$ScrollState	6	5.50	2
com/android/deskclock/widget/sgv/StaggeredGridView.getLastTouchY:()F	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.computeScrollDeltaToGetChildRectOnScreen:(Landroid/graphics/Rect;)I	22	15.50	2
com/android/deskclock/widget/sgv/StaggeredGridView.computeVerticalScrollExtent:()I	19	7.25	1
com/android/deskclock/widget/sgv/StaggeredGridView.computeVerticalScrollOffset:()I	27	9.69	1
com/android/deskclock/widget/sgv/StaggeredGridView.computeVerticalScrollRange:()I	8	6.25	1
com/android/deskclock/widget/sgv/StaggeredGridView.fillDown:(I;I;)I	84	41.25	2
com/android/deskclock/widget/sgv/StaggeredGridView.fillUp:(I;I;)I	83	40.75	2
com/android/deskclock/widget/sgv/StaggeredGridView.getColumnCount:()I	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.getCurrentFirstPosition:()I	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.getItemMargin:()I	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.getItemWidth:(I;)I	2	2.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.getNextColumnDown:()I	10	7.00	5
com/android/deskclock/widget/sgv/StaggeredGridView.getNextColumnUp:()I	10	7.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.addFlyInAllViewsAnimators:(Ljava/util/List;)Ljava/util/List	15	9.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.addUpdateViewPositionsAnimators:(Ljava/util/List;Z;Lcom/android/deskclock/widget/sgv/SgvAnimationHelper$AnimationIn;I;)Ljava/util/List	61	19.75	5
com/android/deskclock/widget/sgv/StaggeredGridView.addInAnimators:(Ljava/util/List;Lcom/android/deskclock/widget/sgv/SgvAnimationHelper$AnimationIn;I;)V	23	16.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.addOutAnimatorsForStaleViews:(Ljava/util/List;Lcom/android/deskclock/widget/sgv/SgvAnimationHelper$AnimationOut;)V	26	10.13	1
com/android/deskclock/widget/sgv/StaggeredGridView.addStaleViewAnimationEndListener:(Landroid/view/View;Ljava/util/List;)V	10	6.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$.onAnimationEnd:(Landroid/animation/Animator;)V	4	3.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.beginFastChildLayout:()V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.cacheChildRects:()V	19	10.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.calculateLayoutStartOffsets:(I;)V	60	23.13	2
com/android/deskclock/widget/sgv/StaggeredGridView.clearAllState:()V	8	8.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.computeScroll:()V	33	11.75	1
com/android/deskclock/widget/sgv/StaggeredGridView.disableDragReordering:()V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.draw:(Landroid/graphics/Canvas;)V	19	7.25	1
com/android/deskclock/widget/sgv/StaggeredGridView.enableDragReordering:()V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.endFastChildLayout:()V	2	2.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.handleDrag:(I;I;)V	5	4.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.handleDrop:(I;I;)V	18	10.38	1
com/android/deskclock/widget/sgv/StaggeredGridView.handleLayoutAnimation:()V	29	20.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$.onAnimationCancel:(Landroid/animation/Animator;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$.onAnimationEnd:(Landroid/animation/Animator;)V	3	2.50	1
com/android/deskclock/widget/sgv/StaggeredGridView$.onAnimationStart:(Landroid/animation/Animator;)V	2	2.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.handleOverfling:()V	24	7.75	1
com/android/deskclock/widget/sgv/StaggeredGridView.initializeDragScrollParameters:(I;)V	3	3.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.invalidateLayoutRecordsAfterPosition:(I;)V	5	4.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.invalidateLayoutRecordsBeforePosition:(I;)V	4	3.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.layoutChildren:(Z;)V	105	41.31	1
com/android/deskclock/widget/sgv/StaggeredGridView.offsetChildren:(I;)V	12	8.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.onLayout:(Z;I;I;I;I;)V	8	8.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.onMeasure:(I;I;)V	22	14.25	1
com/android/deskclock/widget/sgv/StaggeredGridView.onOverScrolled:(I;I;Z;Z;)V	2	1.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.onRestoreInstanceState:(Landroid/os/Parcelable;)V	6	6.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.onSizeChanged:(I;I;I;I;)V	10	7.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.populate:()V	41	29.75	4
com/android/deskclock/widget/sgv/StaggeredGridView.recycleOffscreenViews:()V	53	23.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.recycleView:(Landroid/view/View;)V	8	6.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.recycleViewsInRange:(I;I;)V	7	3.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.requestLayout:()V	2	1.50	2
com/android/deskclock/widget/sgv/StaggeredGridView.resetAnimationMode:()V	2	2.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.resetScroller:()V	4	4.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.restoreScrollPosition:(Lcom/android/deskclock/widget/sgv/StaggeredGridView$ScrollState;)V	23	14.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.scrollBy:(I;I;)V	2	1.50	2
com/android/deskclock/widget/sgv/StaggeredGridView.setAdapter:(Lcom/android/deskclock/widget/sgv/GridAdapter;)V	15	12.00	3
com/android/deskclock/widget/sgv/StaggeredGridView.setAdapter:(Lcom/android/deskclock/widget/sgv/GridAdapter;Lcom/android/deskclock/widget/sgv/StaggeredGridView$ScrollState;)V	2	2.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.setAnimationMode:(Lcom/android/deskclock/widget/sgv/SgvAnimationHelper$AnimationIn;Lcom/android/deskclock/widget/sgv/SgvAnimationHelper$AnimationOut;)V	2	2.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.setColumnCount:(I;)V	8	6.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.setDropListener:(Lcom/android/deskclock/widget/sgv/StaggeredGridView$ReorderListener;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.setEmptyView:(Landroid/view/View;)V	2	2.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.setFirstPositionAndOffsets:(I;I;)V	5	4.00	3
com/android/deskclock/widget/sgv/StaggeredGridView.setGuardAgainstJaggedEdges:(Z;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.setItemMargin:(I;)V	3	2.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.setMinColumnWidth:(I;)V	2	2.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.setOnSizeChangedListener:(Lcom/android/deskclock/widget/sgv/StaggeredGridView$OnSizeChangedListener;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.setReorderingArea:(Lcom/android/deskclock/widget/sgv/StaggeredGridView$LayoutParams;)V	2	2.00	4
com/android/deskclock/widget/sgv/StaggeredGridView.setScrollListener:(Lcom/android/deskclock/widget/sgv/StaggeredGridView$ScrollListener;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.setSelectionToTop:()V	2	2.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.setSmoothScrollbarEnabled:(Z;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.startDragging:(Landroid/view/View;I;I;)V	24	22.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.updateDraggedBitmapLocation:(I;I;)V	13	9.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.updateEmptyStatus:()V	10	5.00	3
com/android/deskclock/widget/sgv/StaggeredGridView.updateReorderStates:(I;)V	30	18.50	6
com/android/deskclock/widget/ActionableToastBar.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/widget/ActionableToastBar.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	1	1.00	1
com/android/deskclock/widget/ActionableToastBar.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;I;)V	3	3.00	1
com/android/deskclock/widget/ActionableToastBar.getHideAnimation:()Landroid/animation/Animator	14	8.00	1
com/android/deskclock/widget/ActionableToastBar$.onAnimationCancel:(Landroid/animation/Animator;)V	0	0.00	1
com/android/deskclock/widget/ActionableToastBar$.onAnimationEnd:(Landroid/animation/Animator;)V	1	1.00	1
com/android/deskclock/widget/ActionableToastBar$.onAnimationRepeat:(Landroid/animation/Animator;)V	0	0.00	1
com/android/deskclock/widget/ActionableToastBar$.onAnimationStart:(Landroid/animation/Animator;)V	0	0.00	1
com/android/deskclock/widget/ActionableToastBar.getShowAnimation:()Landroid/animation/Animator	15	8.50	2
com/android/deskclock/widget/ActionableToastBar$.onAnimationCancel:(Landroid/animation/Animator;)V	0	0.00	1
com/android/deskclock/widget/ActionableToastBar$.onAnimationEnd:(Landroid/animation/Animator;)V	1	1.00	1
com/android/deskclock/widget/ActionableToastBar$.onAnimationRepeat:(Landroid/animation/Animator;)V	0	0.00	1
com/android/deskclock/widget/ActionableToastBar$.onAnimationStart:(Landroid/animation/Animator;)V	1	1.00	1
com/android/deskclock/widget/ActionableToastBar.isEventInToastBar:(Landroid/view/MotionEvent;)Z	7	6.50	1
com/android/deskclock/widget/ActionableToastBar.hide:(Z;)V	10	3.38	2
com/android/deskclock/widget/ActionableToastBar.onFinishInflate:()V	6	6.00	1
com/android/deskclock/widget/ActionableToastBar.setConversationMode:(Z;)V	3	3.00	1
com/android/deskclock/widget/ActionableToastBar.show:(Lcom/android/deskclock/widget/ActionableToastBar$ActionClickedListener;I;Ljava/lang/CharSequence;Z;I;Z;)V	18	16.00	1
com/android/deskclock/widget/ActionableToastBar$.onClick:(Landroid/view/View;)V	3	2.50	1
com/android/deskclock/widget/EllipsizeLayout.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/widget/EllipsizeLayout.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	1	1.00	1
com/android/deskclock/widget/EllipsizeLayout.onMeasure:(I;I;)V	33	9.17	1
com/android/deskclock/widget/TextTime$.onChange:(Z;)V	2	2.00	1
com/android/deskclock/widget/TextTime$.onChange:(Z;Landroid/net/Uri;)V	2	2.00	1
com/android/deskclock/widget/TextTime.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/widget/TextTime.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	1	1.00	1
com/android/deskclock/widget/TextTime.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;I;)V	8	8.00	1
com/android/deskclock/widget/TextTime.getFormat12Hour:()Ljava/lang/CharSequence	1	1.00	1
com/android/deskclock/widget/TextTime.getFormat24Hour:()Ljava/lang/CharSequence	1	1.00	1
com/android/deskclock/widget/TextTime.chooseFormat:()V	6	5.00	5
com/android/deskclock/widget/TextTime.onAttachedToWindow:()V	5	3.50	1
com/android/deskclock/widget/TextTime.onDetachedFromWindow:()V	4	3.00	1
com/android/deskclock/widget/TextTime.registerObserver:()V	2	2.00	1
com/android/deskclock/widget/TextTime.setFormat:(I;)V	2	2.00	1
com/android/deskclock/widget/TextTime.setFormat12Hour:(Ljava/lang/CharSequence;)V	3	3.00	1
com/android/deskclock/widget/TextTime.setFormat24Hour:(Ljava/lang/CharSequence;)V	3	3.00	1
com/android/deskclock/widget/TextTime.setTime:(I;I;)V	3	3.00	1
com/android/deskclock/widget/TextTime.unregisterObserver:()V	2	2.00	1
com/android/deskclock/widget/TextTime.updateTime:()V	8	7.00	6
com/android/deskclock/worldclock/Cities.readCitiesFromSharedPrefs:(Landroid/content/SharedPreferences;)Ljava/util/HashMap	8	5.13	2
com/android/deskclock/worldclock/Cities.dumpCities:(Landroid/content/SharedPreferences;Ljava/lang/String;)V	9	6.13	1
com/android/deskclock/worldclock/Cities.saveCitiesToSharedPrefs:(Landroid/content/SharedPreferences;Ljava/util/HashMap;)V	10	8.50	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter$.performFiltering:(Ljava/lang/CharSequence;)Landroid/widget/Filter$FilterResults	42	22.19	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter$.publishResults:(Ljava/lang/CharSequence;Landroid/widget/Filter$FilterResults;)V	5	4.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.<init>:(Landroid/content/Context;Landroid/view/LayoutInflater;)V	22	19.25	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getView:(I;Landroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View	45	18.25	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter$.onClick:(Landroid/view/View;)V	4	4.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getFilter:()Landroid/widget/Filter	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.isEmpty:([Ljava/lang/Object;)Z	1	1.00	2
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.isEnabled:(I;)Z	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getCount:()I	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getItemViewType:(I;)I	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getPositionForSection:(I;)I	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getSectionForPosition:(I;)I	8	4.63	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getViewTypeCount:()I	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getTimeCharSequence:(Ljava/lang/String;)Ljava/lang/CharSequence	2	2.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getItem:(I;)Ljava/lang/Object	3	2.50	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getSections:()[Ljava/lang/Object	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.getItemId:(I;)J	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.refreshSelectedCities:()V	3	3.00	2
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.set24HoursMode:(Landroid/content/Context;)V	2	2.00	2
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.sortCities:(I;)V	6	5.50	4
com/android/deskclock/worldclock/CitiesActivity$CityAdapter.toggleSort:()V	4	3.00	1
com/android/deskclock/worldclock/CitiesActivity.onCreateOptionsMenu:(Landroid/view/Menu;)Z	23	19.50	1
com/android/deskclock/worldclock/CitiesActivity$.onClick:(Landroid/view/View;)V	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity$.onClose:()Z	2	2.00	1
com/android/deskclock/worldclock/CitiesActivity.onOptionsItemSelected:(Landroid/view/MenuItem;)Z	24	14.25	1
com/android/deskclock/worldclock/CitiesActivity.onPrepareOptionsMenu:(Landroid/view/Menu;)Z	6	5.00	1
com/android/deskclock/worldclock/CitiesActivity.onQueryTextChange:(Ljava/lang/String;)Z	5	5.00	1
com/android/deskclock/worldclock/CitiesActivity.onQueryTextSubmit:(Ljava/lang/String;)Z	1	1.00	1
com/android/deskclock/worldclock/CitiesActivity.onCheckedChanged:(Landroid/widget/CompoundButton;Z;)V	5	4.00	2
com/android/deskclock/worldclock/CitiesActivity.onClick:(Landroid/view/View;)V	5	5.00	1
com/android/deskclock/worldclock/CitiesActivity.onCreate:(Landroid/os/Bundle;)V	10	8.50	1
com/android/deskclock/worldclock/CitiesActivity.onPause:()V	4	4.00	1
com/android/deskclock/worldclock/CitiesActivity.onResume:()V	3	2.50	1
com/android/deskclock/worldclock/CitiesActivity.onSaveInstanceState:(Landroid/os/Bundle;)V	4	4.00	1
com/android/deskclock/worldclock/CitiesActivity.setFastScroll:(Z;)V	3	2.00	2
com/android/deskclock/worldclock/CitiesActivity.updateLayout:()V	11	10.50	1
com/android/deskclock/worldclock/CityGmtOffsetComparator.getCityNameComparator:()Lcom/android/deskclock/worldclock/CityNameComparator	3	2.50	1
com/android/deskclock/worldclock/CityGmtOffsetComparator.compare:(Lcom/android/deskclock/worldclock/CityObj;Lcom/android/deskclock/worldclock/CityObj;)I	4	4.00	1
com/android/deskclock/worldclock/CityNameComparator.<init>:()V	1	1.00	2
com/android/deskclock/worldclock/CityNameComparator.compare:(Lcom/android/deskclock/worldclock/CityObj;Lcom/android/deskclock/worldclock/CityObj;)I	1	1.00	1
com/android/deskclock/worldclock/CityObj.<init>:(Landroid/content/SharedPreferences;I;)V	3	3.00	2
com/android/deskclock/worldclock/CityObj.<init>:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V	3	3.00	5
com/android/deskclock/worldclock/CityObj.toString:()Ljava/lang/String	1	1.00	3
com/android/deskclock/worldclock/CityObj.saveCityToSharedPrefs:(Landroid/content/SharedPreferences$Editor;I;)V	3	3.00	1
com/android/deskclock/worldclock/WorldClockAdapter.<init>:(Landroid/content/Context;)V	6	6.00	2
com/android/deskclock/worldclock/WorldClockAdapter.getView:(I;Landroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View	25	11.75	1
com/android/deskclock/worldclock/WorldClockAdapter.hasHomeCity:()Z	1	1.00	1
com/android/deskclock/worldclock/WorldClockAdapter.isEnabled:(I;)Z	1	1.00	1
com/android/deskclock/worldclock/WorldClockAdapter.needHomeCity:()Z	7	5.00	3
com/android/deskclock/worldclock/WorldClockAdapter.getCount:()I	3	2.50	3
com/android/deskclock/worldclock/WorldClockAdapter.getItem:(I;)Ljava/lang/Object	1	1.00	1
com/android/deskclock/worldclock/WorldClockAdapter.addHomeCity:()[Ljava/lang/Object	11	6.25	1
com/android/deskclock/worldclock/WorldClockAdapter.getItemId:(I;)J	1	1.00	1
com/android/deskclock/worldclock/WorldClockAdapter.loadCitiesDb:(Landroid/content/Context;)V	5	3.75	4
com/android/deskclock/worldclock/WorldClockAdapter.loadData:(Landroid/content/Context;)V	5	5.00	3
com/android/deskclock/worldclock/WorldClockAdapter.reloadData:(Landroid/content/Context;)V	2	2.00	2
com/android/deskclock/worldclock/WorldClockAdapter.sortList:()V	27	27.00	1
com/android/deskclock/worldclock/WorldClockAdapter$.compare:(Ljava/lang/Object;Ljava/lang/Object;)I	14	11.50	1
com/android/deskclock/worldclock/WorldClockAdapter$.safeCityNameCompare:(Lcom/android/deskclock/worldclock/CityObj;Lcom/android/deskclock/worldclock/CityObj;)I	8	6.00	0
com/android/deskclock/worldclock/WorldClockAdapter.updateHomeLabel:(Landroid/content/Context;)V	2	1.50	1
com/android/deskclock/worldclock/WorldClockAdapter.updateView:(Landroid/view/View;Lcom/android/deskclock/worldclock/CityObj;)V	31	24.50	2
com/android/deskclock/AlarmAlertWakeLock.createPartialWakeLock:(Landroid/content/Context;)Landroid/os/PowerManager$WakeLock	2	2.00	3
com/android/deskclock/AlarmAlertWakeLock.acquireCpuWakeLock:(Landroid/content/Context;)V	4	3.50	2
com/android/deskclock/AlarmAlertWakeLock.acquireScreenCpuWakeLock:(Landroid/content/Context;)V	5	4.50	1
com/android/deskclock/AlarmAlertWakeLock.releaseCpuLock:()V	3	2.00	3
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.run:()V	6	3.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.<init>:(Landroid/content/Context;[J;[J;[J;Landroid/os/Bundle;Landroid/widget/ListView;)V	24	22.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.swapCursor:(Landroid/database/Cursor;)Landroid/database/Cursor	57	56.50	2
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onPreDraw:()Z	47	19.38	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$.run:()V	7	4.50	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$$.run:()V	1	1.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$.run:()V	1	1.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getPreviousDaysOfWeekMap:()Landroid/os/Bundle	1	1.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getTopParent:(Landroid/view/View;)Landroid/view/View	3	2.50	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getView:(I;Landroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View	16	11.50	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getViewById:(J;)Landroid/view/View	7	3.63	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.newView:(Landroid/content/Context;Landroid/database/Cursor;Landroid/view/ViewGroup;)Landroid/view/View	3	3.00	2
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.isAlarmExpanded:(Lcom/android/deskclock/provider/Alarm;)Z	1	1.00	2
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getSelectedItemsNum:()I	1	1.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getViewTypeCount:()I	1	1.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getRingToneTitle:(Landroid/net/Uri;)Ljava/lang/String	7	4.75	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getExpandedArray:()[J	6	5.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getRepeatArray:()[J	6	5.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.getSelectedAlarmsArray:()[J	6	5.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.bindExpandArea:(Lcom/android/deskclock/AlarmClockFragment$AlarmItemAdapter$ItemHolder;Lcom/android/deskclock/provider/Alarm;)V	86	67.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	1	1.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	16	9.75	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	14	9.50	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	7	6.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	1	1.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.bindView:(Landroid/view/View;Landroid/content/Context;Landroid/database/Cursor;)V	81	67.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	4	4.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onCheckedChanged:(Landroid/widget/CompoundButton;Z;)V	4	2.50	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	2	2.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	2	2.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	5	5.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$.run:()V	1	1.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onClick:(Landroid/view/View;)V	4	3.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.buildHashSetFromArray:([J;Ljava/util/HashSet;)V	2	1.50	3
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter.collapseAlarm:(Lcom/android/deskclock/AlarmClockFragment$AlarmItemAdapter$ItemHolder;Z;)V	51	49.50	2
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$.onPreDraw:()Z	39	38.50	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$.onAnimationUpdate:(Landroid/animation/ValueAnimator;)V	8	8.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$.onAnimationCancel:(Landroid/animation/Animator;)V	0	0.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$.onAnimationEnd:(Landroid/animation/Animator;)V	6	6.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$.onAnimationRepeat:(Landroid/animation/Animator;)V	0	0.00	1
com/android/deskclock/AlarmClockFragment$AlarmItemAdapter$$.onAnimationStart:(Landroid/animation/Animator;)V	0	0.00	1
